2023-02-23 03:57:14 startup archives install
2023-02-23 03:58:43 install libcdr-0.1-1:amd64 <none> 0.1.6-2build2
2023-02-23 03:58:43 status half-installed libcdr-0.1-1:amd64 0.1.6-2build2
2023-02-23 03:58:43 status unpacked libcdr-0.1-1:amd64 0.1.6-2build2
2023-02-23 03:58:43 install libclone-perl:amd64 <none> 0.45-1build3
2023-02-23 03:58:43 status half-installed libclone-perl:amd64 0.45-1build3
2023-02-23 03:58:43 status unpacked libclone-perl:amd64 0.45-1build3
2023-02-23 03:58:43 install libclucene-core1v5:amd64 <none> 2.3.3.4+dfsg-1ubuntu5
2023-02-23 03:58:43 status half-installed libclucene-core1v5:amd64 2.3.3.4+dfsg-1ubuntu5
2023-02-23 03:58:43 status unpacked libclucene-core1v5:amd64 2.3.3.4+dfsg-1ubuntu5
2023-02-23 03:58:43 install libclucene-contribs1v5:amd64 <none> 2.3.3.4+dfsg-1ubuntu5
2023-02-23 03:58:43 status half-installed libclucene-contribs1v5:amd64 2.3.3.4+dfsg-1ubuntu5
2023-02-23 03:58:43 status unpacked libclucene-contribs1v5:amd64 2.3.3.4+dfsg-1ubuntu5
2023-02-23 03:58:43 install libclutter-1.0-common:all <none> 1.26.4+dfsg-4build1
2023-02-23 03:58:43 status half-installed libclutter-1.0-common:all 1.26.4+dfsg-4build1
2023-02-23 03:58:43 status unpacked libclutter-1.0-common:all 1.26.4+dfsg-4build1
2023-02-23 03:58:43 install libcogl-common:all <none> 1.22.8-3build1
2023-02-23 03:58:43 status half-installed libcogl-common:all 1.22.8-3build1
2023-02-23 03:58:43 status unpacked libcogl-common:all 1.22.8-3build1
2023-02-23 03:58:43 install libsuitesparseconfig5:amd64 <none> 1:5.10.1+dfsg-4build1
2023-02-23 03:58:43 status half-installed libsuitesparseconfig5:amd64 1:5.10.1+dfsg-4build1
2023-02-23 03:58:43 status unpacked libsuitesparseconfig5:amd64 1:5.10.1+dfsg-4build1
2023-02-23 03:58:43 install libcolamd2:amd64 <none> 1:5.10.1+dfsg-4build1
2023-02-23 03:58:43 status half-installed libcolamd2:amd64 1:5.10.1+dfsg-4build1
2023-02-23 03:58:43 status unpacked libcolamd2:amd64 1:5.10.1+dfsg-4build1
2023-02-23 03:58:43 install libcupsimage2:amd64 <none> 2.4.1op1-1ubuntu4.1
2023-02-23 03:58:43 status half-installed libcupsimage2:amd64 2.4.1op1-1ubuntu4.1
2023-02-23 03:58:43 status unpacked libcupsimage2:amd64 2.4.1op1-1ubuntu4.1
2023-02-23 03:58:43 install libdata-dump-perl:all <none> 1.25-1
2023-02-23 03:58:43 status half-installed libdata-dump-perl:all 1.25-1
2023-02-23 03:58:43 status unpacked libdata-dump-perl:all 1.25-1
2023-02-23 03:58:43 install libdmapsharing-3.0-2:amd64 <none> 2.9.41-3build2
2023-02-23 03:58:43 status half-installed libdmapsharing-3.0-2:amd64 2.9.41-3build2
2023-02-23 03:58:43 status unpacked libdmapsharing-3.0-2:amd64 2.9.41-3build2
2023-02-23 03:58:43 install libdotconf0:amd64 <none> 1.3-0.3fakesync1build2
2023-02-23 03:58:43 status half-installed libdotconf0:amd64 1.3-0.3fakesync1build2
2023-02-23 03:58:43 status unpacked libdotconf0:amd64 1.3-0.3fakesync1build2
2023-02-23 03:58:43 install libdrm-intel1:amd64 <none> 2.4.113-2~ubuntu0.22.04.1
2023-02-23 03:58:43 status half-installed libdrm-intel1:amd64 2.4.113-2~ubuntu0.22.04.1
2023-02-23 03:58:43 status unpacked libdrm-intel1:amd64 2.4.113-2~ubuntu0.22.04.1
2023-02-23 03:58:43 install liblangtag-common:all <none> 0.6.3-2ubuntu1
2023-02-23 03:58:43 status half-installed liblangtag-common:all 0.6.3-2ubuntu1
2023-02-23 03:58:43 status unpacked liblangtag-common:all 0.6.3-2ubuntu1
2023-02-23 03:58:43 install liblangtag1:amd64 <none> 0.6.3-2ubuntu1
2023-02-23 03:58:43 status half-installed liblangtag1:amd64 0.6.3-2ubuntu1
2023-02-23 03:58:44 status unpacked liblangtag1:amd64 0.6.3-2ubuntu1
2023-02-23 03:58:44 install libe-book-0.1-1:amd64 <none> 0.1.3-2build2
2023-02-23 03:58:44 status half-installed libe-book-0.1-1:amd64 0.1.3-2build2
2023-02-23 03:58:44 status unpacked libe-book-0.1-1:amd64 0.1.3-2build2
2023-02-23 03:58:44 install libencode-locale-perl:all <none> 1.05-1.1
2023-02-23 03:58:44 status half-installed libencode-locale-perl:all 1.05-1.1
2023-02-23 03:58:44 status unpacked libencode-locale-perl:all 1.05-1.1
2023-02-23 03:58:44 install libeot0:amd64 <none> 0.01-5build2
2023-02-23 03:58:44 status half-installed libeot0:amd64 0.01-5build2
2023-02-23 03:58:44 status unpacked libeot0:amd64 0.01-5build2
2023-02-23 03:58:44 install libepubgen-0.1-1:amd64 <none> 0.1.1-1ubuntu5
2023-02-23 03:58:44 status half-installed libepubgen-0.1-1:amd64 0.1.1-1ubuntu5
2023-02-23 03:58:44 status unpacked libepubgen-0.1-1:amd64 0.1.1-1ubuntu5
2023-02-23 03:58:44 install libpcaudio0:amd64 <none> 1.1-6build2
2023-02-23 03:58:44 status half-installed libpcaudio0:amd64 1.1-6build2
2023-02-23 03:58:44 status unpacked libpcaudio0:amd64 1.1-6build2
2023-02-23 03:58:44 install libsonic0:amd64 <none> 0.2.0-11build1
2023-02-23 03:58:44 status half-installed libsonic0:amd64 0.2.0-11build1
2023-02-23 03:58:44 status unpacked libsonic0:amd64 0.2.0-11build1
2023-02-23 03:58:44 install libespeak-ng1:amd64 <none> 1.50+dfsg-10
2023-02-23 03:58:44 status half-installed libespeak-ng1:amd64 1.50+dfsg-10
2023-02-23 03:58:44 status unpacked libespeak-ng1:amd64 1.50+dfsg-10
2023-02-23 03:58:44 install libetonyek-0.1-1:amd64 <none> 0.1.10-3build1
2023-02-23 03:58:44 status half-installed libetonyek-0.1-1:amd64 0.1.10-3build1
2023-02-23 03:58:44 status unpacked libetonyek-0.1-1:amd64 0.1.10-3build1
2023-02-23 03:58:44 install libevent-2.1-7:amd64 <none> 2.1.12-stable-1build3
2023-02-23 03:58:44 status half-installed libevent-2.1-7:amd64 2.1.12-stable-1build3
2023-02-23 03:58:44 status unpacked libevent-2.1-7:amd64 2.1.12-stable-1build3
2023-02-23 03:58:44 install libexttextcat-data:all <none> 3.4.5-1build2
2023-02-23 03:58:44 status half-installed libexttextcat-data:all 3.4.5-1build2
2023-02-23 03:58:44 status unpacked libexttextcat-data:all 3.4.5-1build2
2023-02-23 03:58:44 install libexttextcat-2.0-0:amd64 <none> 3.4.5-1build2
2023-02-23 03:58:44 status half-installed libexttextcat-2.0-0:amd64 3.4.5-1build2
2023-02-23 03:58:44 status unpacked libexttextcat-2.0-0:amd64 3.4.5-1build2
2023-02-23 03:58:44 install libipc-system-simple-perl:all <none> 1.30-1
2023-02-23 03:58:44 status half-installed libipc-system-simple-perl:all 1.30-1
2023-02-23 03:58:44 status unpacked libipc-system-simple-perl:all 1.30-1
2023-02-23 03:58:44 install libfile-basedir-perl:all <none> 0.09-1
2023-02-23 03:58:44 status half-installed libfile-basedir-perl:all 0.09-1
2023-02-23 03:58:44 status unpacked libfile-basedir-perl:all 0.09-1
2023-02-23 03:58:44 install liburi-perl:all <none> 5.10-1
2023-02-23 03:58:44 status half-installed liburi-perl:all 5.10-1
2023-02-23 03:58:44 status unpacked liburi-perl:all 5.10-1
2023-02-23 03:58:44 install libfile-desktopentry-perl:all <none> 0.22-2
2023-02-23 03:58:44 status half-installed libfile-desktopentry-perl:all 0.22-2
2023-02-23 03:58:44 status unpacked libfile-desktopentry-perl:all 0.22-2
2023-02-23 03:58:44 install libtimedate-perl:all <none> 2.3300-2
2023-02-23 03:58:44 status half-installed libtimedate-perl:all 2.3300-2
2023-02-23 03:58:44 status unpacked libtimedate-perl:all 2.3300-2
2023-02-23 03:58:44 install libhttp-date-perl:all <none> 6.05-1
2023-02-23 03:58:44 status half-installed libhttp-date-perl:all 6.05-1
2023-02-23 03:58:44 status unpacked libhttp-date-perl:all 6.05-1
2023-02-23 03:58:44 install libfile-listing-perl:all <none> 6.14-1
2023-02-23 03:58:44 status half-installed libfile-listing-perl:all 6.14-1
2023-02-23 03:58:44 status unpacked libfile-listing-perl:all 6.14-1
2023-02-23 03:58:44 install libfile-mimeinfo-perl:all <none> 0.31-1
2023-02-23 03:58:44 status half-installed libfile-mimeinfo-perl:all 0.31-1
2023-02-23 03:58:44 status unpacked libfile-mimeinfo-perl:all 0.31-1
2023-02-23 03:58:44 install libftdi1-2:amd64 <none> 1.5-5build3
2023-02-23 03:58:44 status half-installed libftdi1-2:amd64 1.5-5build3
2023-02-23 03:58:44 status unpacked libftdi1-2:amd64 1.5-5build3
2023-02-23 03:58:44 install libflashrom1:amd64 <none> 1.2-5build1
2023-02-23 03:58:44 status half-installed libflashrom1:amd64 1.2-5build1
2023-02-23 03:58:44 status unpacked libflashrom1:amd64 1.2-5build1
2023-02-23 03:58:44 install libfont-afm-perl:all <none> 1.20-3
2023-02-23 03:58:44 status half-installed libfont-afm-perl:all 1.20-3
2023-02-23 03:58:44 status unpacked libfont-afm-perl:all 1.20-3
2023-02-23 03:58:44 install libfprint-2-2:amd64 <none> 1:1.94.3+tod1-0ubuntu2~22.04.03
2023-02-23 03:58:44 status half-installed libfprint-2-2:amd64 1:1.94.3+tod1-0ubuntu2~22.04.03
2023-02-23 03:58:44 status unpacked libfprint-2-2:amd64 1:1.94.3+tod1-0ubuntu2~22.04.03
2023-02-23 03:58:44 install libfreehand-0.1-1:amd64 <none> 0.1.2-3build2
2023-02-23 03:58:44 status half-installed libfreehand-0.1-1:amd64 0.1.2-3build2
2023-02-23 03:58:44 status unpacked libfreehand-0.1-1:amd64 0.1.2-3build2
2023-02-23 03:58:44 install libgail18:amd64 <none> 2.24.33-2ubuntu2
2023-02-23 03:58:44 status half-installed libgail18:amd64 2.24.33-2ubuntu2
2023-02-23 03:58:44 status unpacked libgail18:amd64 2.24.33-2ubuntu2
2023-02-23 03:58:44 install libgail-common:amd64 <none> 2.24.33-2ubuntu2
2023-02-23 03:58:44 status half-installed libgail-common:amd64 2.24.33-2ubuntu2
2023-02-23 03:58:44 status unpacked libgail-common:amd64 2.24.33-2ubuntu2
2023-02-23 03:58:44 install libgdk-pixbuf2.0-bin:amd64 <none> 2.42.8+dfsg-1ubuntu0.2
2023-02-23 03:58:44 status half-installed libgdk-pixbuf2.0-bin:amd64 2.42.8+dfsg-1ubuntu0.2
2023-02-23 03:58:44 status unpacked libgdk-pixbuf2.0-bin:amd64 2.42.8+dfsg-1ubuntu0.2
2023-02-23 03:58:44 install libgl1-amber-dri:amd64 <none> 21.3.7-0ubuntu1
2023-02-23 03:58:44 status half-installed libgl1-amber-dri:amd64 21.3.7-0ubuntu1
2023-02-23 03:58:45 status unpacked libgl1-amber-dri:amd64 21.3.7-0ubuntu1
2023-02-23 03:58:45 install libgnome-bg-4-1:amd64 <none> 42.5-0ubuntu1
2023-02-23 03:58:45 status half-installed libgnome-bg-4-1:amd64 42.5-0ubuntu1
2023-02-23 03:58:45 status unpacked libgnome-bg-4-1:amd64 42.5-0ubuntu1
2023-02-23 03:58:45 install libgpgmepp6:amd64 <none> 1.16.0-1.2ubuntu4
2023-02-23 03:58:45 status half-installed libgpgmepp6:amd64 1.16.0-1.2ubuntu4
2023-02-23 03:58:45 status unpacked libgpgmepp6:amd64 1.16.0-1.2ubuntu4
2023-02-23 03:58:45 install libgphoto2-l10n:all <none> 2.5.27-1build2
2023-02-23 03:58:45 status half-installed libgphoto2-l10n:all 2.5.27-1build2
2023-02-23 03:58:45 status unpacked libgphoto2-l10n:all 2.5.27-1build2
2023-02-23 03:58:45 install libgpod4:amd64 <none> 0.8.3-16build2
2023-02-23 03:58:45 status half-installed libgpod4:amd64 0.8.3-16build2
2023-02-23 03:58:45 status unpacked libgpod4:amd64 0.8.3-16build2
2023-02-23 03:58:45 install libsgutils2-2:amd64 <none> 1.46-1build1
2023-02-23 03:58:45 status half-installed libsgutils2-2:amd64 1.46-1build1
2023-02-23 03:58:45 status unpacked libsgutils2-2:amd64 1.46-1build1
2023-02-23 03:58:45 install libgpod-common:amd64 <none> 0.8.3-16build2
2023-02-23 03:58:45 status half-installed libgpod-common:amd64 0.8.3-16build2
2023-02-23 03:58:45 status unpacked libgpod-common:amd64 0.8.3-16build2
2023-02-23 03:58:45 install libgssdp-1.2-0:amd64 <none> 1.4.0.1-2build1
2023-02-23 03:58:45 status half-installed libgssdp-1.2-0:amd64 1.4.0.1-2build1
2023-02-23 03:58:45 status unpacked libgssdp-1.2-0:amd64 1.4.0.1-2build1
2023-02-23 03:58:45 install libgtk-3-bin:amd64 <none> 3.24.33-1ubuntu2
2023-02-23 03:58:45 status half-installed libgtk-3-bin:amd64 3.24.33-1ubuntu2
2023-02-23 03:58:45 status unpacked libgtk-3-bin:amd64 3.24.33-1ubuntu2
2023-02-23 03:58:45 install libgtk-4-bin:amd64 <none> 4.6.6+ds-0ubuntu1
2023-02-23 03:58:45 status half-installed libgtk-4-bin:amd64 4.6.6+ds-0ubuntu1
2023-02-23 03:58:45 status unpacked libgtk-4-bin:amd64 4.6.6+ds-0ubuntu1
2023-02-23 03:58:45 install libgtk2.0-bin:amd64 <none> 2.24.33-2ubuntu2
2023-02-23 03:58:45 status half-installed libgtk2.0-bin:amd64 2.24.33-2ubuntu2
2023-02-23 03:58:45 status unpacked libgtk2.0-bin:amd64 2.24.33-2ubuntu2
2023-02-23 03:58:45 install libgupnp-1.2-1:amd64 <none> 1.4.3-1
2023-02-23 03:58:45 status half-installed libgupnp-1.2-1:amd64 1.4.3-1
2023-02-23 03:58:45 status unpacked libgupnp-1.2-1:amd64 1.4.3-1
2023-02-23 03:58:45 install libgupnp-av-1.0-3:amd64 <none> 0.14.0-3
2023-02-23 03:58:45 status half-installed libgupnp-av-1.0-3:amd64 0.14.0-3
2023-02-23 03:58:45 status unpacked libgupnp-av-1.0-3:amd64 0.14.0-3
2023-02-23 03:58:45 install libgupnp-dlna-2.0-4:amd64 <none> 0.12.0-3
2023-02-23 03:58:45 status half-installed libgupnp-dlna-2.0-4:amd64 0.12.0-3
2023-02-23 03:58:45 status unpacked libgupnp-dlna-2.0-4:amd64 0.12.0-3
2023-02-23 03:58:45 install libhtml-tagset-perl:all <none> 3.20-4
2023-02-23 03:58:45 status half-installed libhtml-tagset-perl:all 3.20-4
2023-02-23 03:58:45 status unpacked libhtml-tagset-perl:all 3.20-4
2023-02-23 03:58:45 install libhtml-parser-perl:amd64 <none> 3.76-1build2
2023-02-23 03:58:45 status half-installed libhtml-parser-perl:amd64 3.76-1build2
2023-02-23 03:58:45 status unpacked libhtml-parser-perl:amd64 3.76-1build2
2023-02-23 03:58:45 install libio-html-perl:all <none> 1.004-2
2023-02-23 03:58:45 status half-installed libio-html-perl:all 1.004-2
2023-02-23 03:58:45 status unpacked libio-html-perl:all 1.004-2
2023-02-23 03:58:45 install liblwp-mediatypes-perl:all <none> 6.04-1
2023-02-23 03:58:45 status half-installed liblwp-mediatypes-perl:all 6.04-1
2023-02-23 03:58:45 status unpacked liblwp-mediatypes-perl:all 6.04-1
2023-02-23 03:58:45 install libhttp-message-perl:all <none> 6.36-1
2023-02-23 03:58:45 status half-installed libhttp-message-perl:all 6.36-1
2023-02-23 03:58:45 status unpacked libhttp-message-perl:all 6.36-1
2023-02-23 03:58:45 install libhtml-form-perl:all <none> 6.07-1
2023-02-23 03:58:45 status half-installed libhtml-form-perl:all 6.07-1
2023-02-23 03:58:45 status unpacked libhtml-form-perl:all 6.07-1
2023-02-23 03:58:45 install libhtml-tree-perl:all <none> 5.07-2
2023-02-23 03:58:45 status half-installed libhtml-tree-perl:all 5.07-2
2023-02-23 03:58:45 status unpacked libhtml-tree-perl:all 5.07-2
2023-02-23 03:58:45 install libhtml-format-perl:all <none> 2.12-1.1
2023-02-23 03:58:45 status half-installed libhtml-format-perl:all 2.12-1.1
2023-02-23 03:58:45 status unpacked libhtml-format-perl:all 2.12-1.1
2023-02-23 03:58:45 install libhttp-cookies-perl:all <none> 6.10-1
2023-02-23 03:58:45 status half-installed libhttp-cookies-perl:all 6.10-1
2023-02-23 03:58:45 status unpacked libhttp-cookies-perl:all 6.10-1
2023-02-23 03:58:45 install libhttp-daemon-perl:all <none> 6.13-1ubuntu0.1
2023-02-23 03:58:45 status half-installed libhttp-daemon-perl:all 6.13-1ubuntu0.1
2023-02-23 03:58:45 status unpacked libhttp-daemon-perl:all 6.13-1ubuntu0.1
2023-02-23 03:58:45 install libhttp-negotiate-perl:all <none> 6.01-1
2023-02-23 03:58:45 status half-installed libhttp-negotiate-perl:all 6.01-1
2023-02-23 03:58:45 status unpacked libhttp-negotiate-perl:all 6.01-1
2023-02-23 03:58:45 install perl-openssl-defaults:amd64 <none> 5build2
2023-02-23 03:58:45 status half-installed perl-openssl-defaults:amd64 5build2
2023-02-23 03:58:45 status unpacked perl-openssl-defaults:amd64 5build2
2023-02-23 03:58:45 install libnet-ssleay-perl:amd64 <none> 1.92-1build2
2023-02-23 03:58:45 status half-installed libnet-ssleay-perl:amd64 1.92-1build2
2023-02-23 03:58:45 status unpacked libnet-ssleay-perl:amd64 1.92-1build2
2023-02-23 03:58:45 install libio-socket-ssl-perl:all <none> 2.074-2
2023-02-23 03:58:45 status half-installed libio-socket-ssl-perl:all 2.074-2
2023-02-23 03:58:45 status unpacked libio-socket-ssl-perl:all 2.074-2
2023-02-23 03:58:45 install libio-stringy-perl:all <none> 2.111-3
2023-02-23 03:58:45 status half-installed libio-stringy-perl:all 2.111-3
2023-02-23 03:58:45 status unpacked libio-stringy-perl:all 2.111-3
2023-02-23 03:58:45 install liblcms2-utils:amd64 <none> 2.12~rc1-2build2
2023-02-23 03:58:45 status half-installed liblcms2-utils:amd64 2.12~rc1-2build2
2023-02-23 03:58:45 status unpacked liblcms2-utils:amd64 2.12~rc1-2build2
2023-02-23 03:58:46 install libldap-common:all <none> 2.5.13+dfsg-0ubuntu0.22.04.1
2023-02-23 03:58:46 status half-installed libldap-common:all 2.5.13+dfsg-0ubuntu0.22.04.1
2023-02-23 03:58:46 status unpacked libldap-common:all 2.5.13+dfsg-0ubuntu0.22.04.1
2023-02-23 03:58:46 install libllvm13:amd64 <none> 1:13.0.1-2ubuntu2.1
2023-02-23 03:58:46 status half-installed libllvm13:amd64 1:13.0.1-2ubuntu2.1
2023-02-23 03:58:46 status unpacked libllvm13:amd64 1:13.0.1-2ubuntu2.1
2023-02-23 03:58:46 install liblouis-data:all <none> 3.20.0-2ubuntu0.1
2023-02-23 03:58:46 status half-installed liblouis-data:all 3.20.0-2ubuntu0.1
2023-02-23 03:58:46 status unpacked liblouis-data:all 3.20.0-2ubuntu0.1
2023-02-23 03:58:46 install liblouis20:amd64 <none> 3.20.0-2ubuntu0.1
2023-02-23 03:58:46 status half-installed liblouis20:amd64 3.20.0-2ubuntu0.1
2023-02-23 03:58:46 status unpacked liblouis20:amd64 3.20.0-2ubuntu0.1
2023-02-23 03:58:46 install liblouisutdml-data:all <none> 2.10.0-4
2023-02-23 03:58:46 status half-installed liblouisutdml-data:all 2.10.0-4
2023-02-23 03:58:46 status unpacked liblouisutdml-data:all 2.10.0-4
2023-02-23 03:58:46 install liblouisutdml9:amd64 <none> 2.10.0-4
2023-02-23 03:58:46 status half-installed liblouisutdml9:amd64 2.10.0-4
2023-02-23 03:58:46 status unpacked liblouisutdml9:amd64 2.10.0-4
2023-02-23 03:58:46 install libnet-http-perl:all <none> 6.22-1
2023-02-23 03:58:46 status half-installed libnet-http-perl:all 6.22-1
2023-02-23 03:58:46 status unpacked libnet-http-perl:all 6.22-1
2023-02-23 03:58:46 install libtry-tiny-perl:all <none> 0.31-1
2023-02-23 03:58:46 status half-installed libtry-tiny-perl:all 0.31-1
2023-02-23 03:58:46 status unpacked libtry-tiny-perl:all 0.31-1
2023-02-23 03:58:46 install libwww-robotrules-perl:all <none> 6.02-1
2023-02-23 03:58:46 status half-installed libwww-robotrules-perl:all 6.02-1
2023-02-23 03:58:46 status unpacked libwww-robotrules-perl:all 6.02-1
2023-02-23 03:58:46 install libwww-perl:all <none> 6.61-1
2023-02-23 03:58:46 status half-installed libwww-perl:all 6.61-1
2023-02-23 03:58:46 status unpacked libwww-perl:all 6.61-1
2023-02-23 03:58:46 install liblwp-protocol-https-perl:all <none> 6.10-1
2023-02-23 03:58:46 status half-installed liblwp-protocol-https-perl:all 6.10-1
2023-02-23 03:58:46 status unpacked liblwp-protocol-https-perl:all 6.10-1
2023-02-23 03:58:46 install libnet-smtp-ssl-perl:all <none> 1.04-1
2023-02-23 03:58:46 status half-installed libnet-smtp-ssl-perl:all 1.04-1
2023-02-23 03:58:46 status unpacked libnet-smtp-ssl-perl:all 1.04-1
2023-02-23 03:58:46 install libmailtools-perl:all <none> 2.21-1
2023-02-23 03:58:46 status half-installed libmailtools-perl:all 2.21-1
2023-02-23 03:58:46 status unpacked libmailtools-perl:all 2.21-1
2023-02-23 03:58:46 install libmessaging-menu0:amd64 <none> 22.2.0-1
2023-02-23 03:58:46 status half-installed libmessaging-menu0:amd64 22.2.0-1
2023-02-23 03:58:46 status unpacked libmessaging-menu0:amd64 22.2.0-1
2023-02-23 03:58:46 install libmhash2:amd64 <none> 0.9.9.9-9build2
2023-02-23 03:58:46 status half-installed libmhash2:amd64 0.9.9.9-9build2
2023-02-23 03:58:46 status unpacked libmhash2:amd64 0.9.9.9-9build2
2023-02-23 03:58:46 install libminiupnpc17:amd64 <none> 2.2.3-1build1
2023-02-23 03:58:46 status half-installed libminiupnpc17:amd64 2.2.3-1build1
2023-02-23 03:58:46 status unpacked libminiupnpc17:amd64 2.2.3-1build1
2023-02-23 03:58:47 install libmspub-0.1-1:amd64 <none> 0.1.4-3build3
2023-02-23 03:58:47 status half-installed libmspub-0.1-1:amd64 0.1.4-3build3
2023-02-23 03:58:47 status unpacked libmspub-0.1-1:amd64 0.1.4-3build3
2023-02-23 03:58:47 install libmtp-runtime:amd64 <none> 1.1.19-1build1
2023-02-23 03:58:47 status half-installed libmtp-runtime:amd64 1.1.19-1build1
2023-02-23 03:58:47 status unpacked libmtp-runtime:amd64 1.1.19-1build1
2023-02-23 03:58:47 install libmwaw-0.3-3:amd64 <none> 0.3.21-1build1
2023-02-23 03:58:47 status half-installed libmwaw-0.3-3:amd64 0.3.21-1build1
2023-02-23 03:58:47 status unpacked libmwaw-0.3-3:amd64 0.3.21-1build1
2023-02-23 03:58:47 install libmythes-1.2-0:amd64 <none> 2:1.2.4-4build1
2023-02-23 03:58:47 status half-installed libmythes-1.2-0:amd64 2:1.2.4-4build1
2023-02-23 03:58:47 status unpacked libmythes-1.2-0:amd64 2:1.2.4-4build1
2023-02-23 03:58:47 install libnatpmp1:amd64 <none> 20150609-7.1build2
2023-02-23 03:58:47 status half-installed libnatpmp1:amd64 20150609-7.1build2
2023-02-23 03:58:47 status unpacked libnatpmp1:amd64 20150609-7.1build2
2023-02-23 03:58:47 install libndp0:amd64 <none> 1.8-0ubuntu3
2023-02-23 03:58:47 status half-installed libndp0:amd64 1.8-0ubuntu3
2023-02-23 03:58:47 status unpacked libndp0:amd64 1.8-0ubuntu3
2023-02-23 03:58:47 install libxml-parser-perl:amd64 <none> 2.46-3build1
2023-02-23 03:58:47 status half-installed libxml-parser-perl:amd64 2.46-3build1
2023-02-23 03:58:47 status unpacked libxml-parser-perl:amd64 2.46-3build1
2023-02-23 03:58:47 install libxml-twig-perl:all <none> 1:3.52-1
2023-02-23 03:58:47 status half-installed libxml-twig-perl:all 1:3.52-1
2023-02-23 03:58:47 status unpacked libxml-twig-perl:all 1:3.52-1
2023-02-23 03:58:47 install libnet-dbus-perl:amd64 <none> 1.2.0-1build3
2023-02-23 03:58:47 status half-installed libnet-dbus-perl:amd64 1.2.0-1build3
2023-02-23 03:58:47 status unpacked libnet-dbus-perl:amd64 1.2.0-1build3
2023-02-23 03:58:47 install libnfsidmap1:amd64 <none> 1:2.6.1-1ubuntu1.2
2023-02-23 03:58:47 status half-installed libnfsidmap1:amd64 1:2.6.1-1ubuntu1.2
2023-02-23 03:58:47 status unpacked libnfsidmap1:amd64 1:2.6.1-1ubuntu1.2
2023-02-23 03:58:47 install libnl-3-200:amd64 <none> 3.5.0-0.1
2023-02-23 03:58:47 status half-installed libnl-3-200:amd64 3.5.0-0.1
2023-02-23 03:58:47 status unpacked libnl-3-200:amd64 3.5.0-0.1
2023-02-23 03:58:47 install libnl-genl-3-200:amd64 <none> 3.5.0-0.1
2023-02-23 03:58:47 status half-installed libnl-genl-3-200:amd64 3.5.0-0.1
2023-02-23 03:58:47 status unpacked libnl-genl-3-200:amd64 3.5.0-0.1
2023-02-23 03:58:47 install libnl-route-3-200:amd64 <none> 3.5.0-0.1
2023-02-23 03:58:47 status half-installed libnl-route-3-200:amd64 3.5.0-0.1
2023-02-23 03:58:47 status unpacked libnl-route-3-200:amd64 3.5.0-0.1
2023-02-23 03:58:47 install libnotify-bin:amd64 <none> 0.7.9-3ubuntu5.22.04.1
2023-02-23 03:58:47 status half-installed libnotify-bin:amd64 0.7.9-3ubuntu5.22.04.1
2023-02-23 03:58:47 status unpacked libnotify-bin:amd64 0.7.9-3ubuntu5.22.04.1
2023-02-23 03:58:47 install libnss-mdns:amd64 <none> 0.15.1-1ubuntu1
2023-02-23 03:58:47 status half-installed libnss-mdns:amd64 0.15.1-1ubuntu1
2023-02-23 03:58:47 status unpacked libnss-mdns:amd64 0.15.1-1ubuntu1
2023-02-23 03:58:47 install libodfgen-0.1-1:amd64 <none> 0.1.8-2build2
2023-02-23 03:58:47 status half-installed libodfgen-0.1-1:amd64 0.1.8-2build2
2023-02-23 03:58:47 status unpacked libodfgen-0.1-1:amd64 0.1.8-2build2
2023-02-23 03:58:47 install liborcus-parser-0.17-0:amd64 <none> 0.17.2-2
2023-02-23 03:58:47 status half-installed liborcus-parser-0.17-0:amd64 0.17.2-2
2023-02-23 03:58:47 status unpacked liborcus-parser-0.17-0:amd64 0.17.2-2
2023-02-23 03:58:47 install liborcus-0.17-0:amd64 <none> 0.17.2-2
2023-02-23 03:58:47 status half-installed liborcus-0.17-0:amd64 0.17.2-2
2023-02-23 03:58:47 status unpacked liborcus-0.17-0:amd64 0.17.2-2
2023-02-23 03:58:47 install libpagemaker-0.0-0:amd64 <none> 0.0.4-1build3
2023-02-23 03:58:47 status half-installed libpagemaker-0.0-0:amd64 0.0.4-1build3
2023-02-23 03:58:47 status unpacked libpagemaker-0.0-0:amd64 0.0.4-1build3
2023-02-23 03:58:47 install libpam-gnome-keyring:amd64 <none> 40.0-3ubuntu3
2023-02-23 03:58:47 status half-installed libpam-gnome-keyring:amd64 40.0-3ubuntu3
2023-02-23 03:58:47 status unpacked libpam-gnome-keyring:amd64 40.0-3ubuntu3
2023-02-23 03:58:47 install libpam-pwquality:amd64 <none> 1.4.4-1build2
2023-02-23 03:58:47 status half-installed libpam-pwquality:amd64 1.4.4-1build2
2023-02-23 03:58:47 status unpacked libpam-pwquality:amd64 1.4.4-1build2
2023-02-23 03:58:47 install libpaper-utils:amd64 <none> 1.1.28build2
2023-02-23 03:58:47 status half-installed libpaper-utils:amd64 1.1.28build2
2023-02-23 03:58:47 status unpacked libpaper-utils:amd64 1.1.28build2
2023-02-23 03:58:47 install libpcre2-32-0:amd64 <none> 10.39-3ubuntu0.1
2023-02-23 03:58:47 status half-installed libpcre2-32-0:amd64 10.39-3ubuntu0.1
2023-02-23 03:58:47 status unpacked libpcre2-32-0:amd64 10.39-3ubuntu0.1
2023-02-23 03:58:47 install libpcsclite1:amd64 <none> 1.9.5-3
2023-02-23 03:58:47 status half-installed libpcsclite1:amd64 1.9.5-3
